QUESTION.question,ANSWER
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the phosphorus content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""phosphorus""}}"
"What is the pH content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""pH""}}"
"What is the silt content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""silt""}}"
"What is the silt content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""silt""}}"
"What is the phosphorus content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""phosphorus""}}"
"What is the phosphorus content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""phosphorus""}}"
"What is the sand content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""sand""}}"
"What is the sand content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""sand""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the clay content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""clay""}}"
"What is the nitrogen content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""nitrogen""}}"
"What is the sand content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""sand""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the silt content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""silt""}}"
"What is the phosphorus content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""phosphorus""}}"
"What is the silt content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""silt""}}"
"What is the clay content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""clay""}}"
"What is the sand content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""sand""}}"
"What is the nitrogen content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""nitrogen""}}"
"What is the pH content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""pH""}}"
"What is the nitrogen content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""nitrogen""}}"
"What is the sand content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""sand""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the moisture content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""moisture""}}"
"What is the silt content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""silt""}}"
"What is the silt content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""silt""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the nitrogen content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""nitrogen""}}"
"What is the nitrogen content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""nitrogen""}}"
"What is the pH content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""pH""}}"
"What is the silt content in Moscow, Russia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Moscow, Russia"", ""variable"": ""silt""}}"
"What is the sand content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""sand""}}"
"What is the nitrogen content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""nitrogen""}}"
"What is the silt content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""silt""}}"
"What is the pH content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""pH""}}"
"What is the organic_carbon content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""organic_carbon""}}"
"What is the clay content in New Delhi, India?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""New Delhi, India"", ""variable"": ""clay""}}"
"What is the pH content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""pH""}}"
"What is the moisture content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""moisture""}}"
"What is the clay content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""clay""}}"
"What is the moisture content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""moisture""}}"
"What is the clay content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""clay""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the moisture content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""moisture""}}"
"What is the clay content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""clay""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the clay content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""clay""}}"
"What is the silt content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""silt""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the phosphorus content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""phosphorus""}}"
"What is the moisture content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""moisture""}}"
"What is the clay content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""clay""}}"
"What is the clay content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""clay""}}"
"What is the phosphorus content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""phosphorus""}}"
"What is the sand content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""sand""}}"
"What is the silt content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""silt""}}"
"What is the nitrogen content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""nitrogen""}}"
"What is the phosphorus content in Seoul, South Korea?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Seoul, South Korea"", ""variable"": ""phosphorus""}}"
"What is the sand content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""sand""}}"
"What is the sand content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""sand""}}"
"What is the clay content in Berlin, Germany?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Berlin, Germany"", ""variable"": ""clay""}}"
"What is the phosphorus content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""phosphorus""}}"
"What is the clay content in Dublin, Ireland?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Dublin, Ireland"", ""variable"": ""clay""}}"
"What is the silt content in Sydney, Australia?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Sydney, Australia"", ""variable"": ""silt""}}"
"What is the phosphorus content in Tokyo, Japan?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Tokyo, Japan"", ""variable"": ""phosphorus""}}"
"What is the sand content in Mexico City, Mexico?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Mexico City, Mexico"", ""variable"": ""sand""}}"
"What is the silt content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""silt""}}"
"What is the moisture content in São Paulo, Brazil?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""S\u00e3o Paulo, Brazil"", ""variable"": ""moisture""}}"
"What is the phosphorus content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""phosphorus""}}"
"What is the organic_carbon content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""organic_carbon""}}"
"What is the nitrogen content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""nitrogen""}}"
"What is the phosphorus content in Cape Town, South Africa?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Cape Town, South Africa"", ""variable"": ""phosphorus""}}"
"What is the clay content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""clay""}}"
"What is the nitrogen content in California, USA?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""California, USA"", ""variable"": ""nitrogen""}}"
"What is the silt content in Bangkok, Thailand?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Bangkok, Thailand"", ""variable"": ""silt""}}"
"What is the phosphorus content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""phosphorus""}}"
"What is the pH content in Beijing, China?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Beijing, China"", ""variable"": ""pH""}}"
"What is the phosphorus content in London, UK?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""London, UK"", ""variable"": ""phosphorus""}}"
"What is the nitrogen content in Paris, France?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Paris, France"", ""variable"": ""nitrogen""}}"
"What is the clay content in Toronto, Canada?","{""function"": ""get_soil_data"", ""parameters"": {""location"": ""Toronto, Canada"", ""variable"": ""clay""}}"
